2025-03-21 06:00:05,065 INFO    StreamThr :3757155 [internal.py:wandb_internal():86] W&B internal server running at pid: 3757155, started at: 2025-03-21 06:00:05.061723
2025-03-21 06:00:05,078 DEBUG   HandlerThread:3757155 [handler.py:handle_request():146] handle_request: status
2025-03-21 06:00:05,091 INFO    WriterThread:3757155 [datastore.py:open_for_write():87] open: /home/xyq/SubScaf/wandb/run-20250321_060005-adphwlxe/run-adphwlxe.wandb
2025-03-21 06:00:05,096 DEBUG   SenderThread:3757155 [sender.py:send():378] send: header
2025-03-21 06:00:05,097 DEBUG   SenderThread:3757155 [sender.py:send():378] send: run
2025-03-21 06:00:06,461 INFO    SenderThread:3757155 [dir_watcher.py:__init__():211] watching files in: /home/xyq/SubScaf/wandb/run-20250321_060005-adphwlxe/files
2025-03-21 06:00:06,462 INFO    SenderThread:3757155 [sender.py:_start_run_threads():1099] run started: adphwlxe with start time 1742536805.059763
2025-03-21 06:00:06,490 DEBUG   HandlerThread:3757155 [handler.py:handle_request():146] handle_request: check_version
2025-03-21 06:00:06,491 DEBUG   SenderThread:3757155 [sender.py:send_request():405] send_request: check_version
2025-03-21 06:00:06,752 DEBUG   HandlerThread:3757155 [handler.py:handle_request():146] handle_request: run_start
2025-03-21 06:00:06,818 DEBUG   HandlerThread:3757155 [system_info.py:__init__():26] System info init
2025-03-21 06:00:06,819 DEBUG   HandlerThread:3757155 [system_info.py:__init__():41] System info init done
2025-03-21 06:00:06,819 INFO    HandlerThread:3757155 [system_monitor.py:start():194] Starting system monitor
2025-03-21 06:00:06,821 INFO    HandlerThread:3757155 [system_monitor.py:probe():214] Collecting system info
2025-03-21 06:00:06,822 INFO    SystemMonitor:3757155 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-03-21 06:00:06,825 INFO    SystemMonitor:3757155 [interfaces.py:start():190] Started cpu monitoring
2025-03-21 06:00:06,829 INFO    SystemMonitor:3757155 [interfaces.py:start():190] Started disk monitoring
2025-03-21 06:00:06,833 INFO    SystemMonitor:3757155 [interfaces.py:start():190] Started gpu monitoring
2025-03-21 06:00:06,841 INFO    SystemMonitor:3757155 [interfaces.py:start():190] Started memory monitoring
2025-03-21 06:00:06,848 INFO    SystemMonitor:3757155 [interfaces.py:start():190] Started network monitoring
2025-03-21 06:00:06,938 DEBUG   HandlerThread:3757155 [system_info.py:probe():150] Probing system
2025-03-21 06:00:06,948 DEBUG   HandlerThread:3757155 [gitlib.py:_init_repo():56] git repository is invalid
2025-03-21 06:00:06,948 DEBUG   HandlerThread:3757155 [system_info.py:probe():198] Probing system done
